id,curso_actual,tema_actual,motivo
6430,Geometria,SIN_TEMA,tema_no_mapeado
6431,Geometria,SIN_TEMA,tema_no_mapeado
6432,Geometria,SIN_TEMA,tema_no_mapeado
6433,Geometria,SIN_TEMA,tema_no_mapeado
6434,Geometria,SIN_TEMA,tema_no_mapeado
6435,Geometria,SIN_TEMA,tema_no_mapeado
6436,Geometria,SIN_TEMA,tema_no_mapeado
6437,Geometria,SIN_TEMA,tema_no_mapeado
6438,Geometria,SIN_TEMA,tema_no_mapeado
6439,Geometria,SIN_TEMA,tema_no_mapeado
6440,Geometria,SIN_TEMA,tema_no_mapeado
6441,Geometria,SIN_TEMA,tema_no_mapeado
6442,Geometria,SIN_TEMA,tema_no_mapeado
6443,Geometria,SIN_TEMA,tema_no_mapeado
6444,Geometria,SIN_TEMA,tema_no_mapeado
6445,Geometria,SIN_TEMA,tema_no_mapeado
6446,Geometria,SIN_TEMA,tema_no_mapeado
6447,Geometria,SIN_TEMA,tema_no_mapeado
6448,Geometria,SIN_TEMA,tema_no_mapeado
6449,Geometria,SIN_TEMA,tema_no_mapeado
6450,Geometria,SIN_TEMA,tema_no_mapeado
6451,Geometria,SIN_TEMA,tema_no_mapeado
6452,Geometria,SIN_TEMA,tema_no_mapeado
6453,Geometria,SIN_TEMA,tema_no_mapeado
6454,Geometria,SIN_TEMA,tema_no_mapeado
6455,Geometria,SIN_TEMA,tema_no_mapeado
6456,Geometria,SIN_TEMA,tema_no_mapeado
6457,Geometria,SIN_TEMA,tema_no_mapeado
6458,Geometria,SIN_TEMA,tema_no_mapeado
6459,Geometria,SIN_TEMA,tema_no_mapeado
6460,Geometria,SIN_TEMA,tema_no_mapeado
6461,Geometria,SIN_TEMA,tema_no_mapeado
6462,Geometria,SIN_TEMA,tema_no_mapeado
6463,Geometria,SIN_TEMA,tema_no_mapeado
6464,Geometria,SIN_TEMA,tema_no_mapeado
6465,Geometria,SIN_TEMA,tema_no_mapeado
6466,Geometria,SIN_TEMA,tema_no_mapeado
6467,Geometria,SIN_TEMA,tema_no_mapeado
6468,Geometria,SIN_TEMA,tema_no_mapeado
6469,Geometria,SIN_TEMA,tema_no_mapeado
6470,Geometria,SIN_TEMA,tema_no_mapeado
6471,Geometria,SIN_TEMA,tema_no_mapeado
6472,Geometria,SIN_TEMA,tema_no_mapeado
